hombre	personas	D	etnia	Z	ocupado_jefe	ingreso_jefe_hogar
1.00	4.00	0.00	1.00	-2,301976919	1.00	0.00
0.00	5.00	0.00	0.00	-0,888930798	1.00	115.00
1.00	6.00	0.00	1.00	-0,385689676	0.00	39.00
1.00		0.00	1.00	0,941588521	1.00	87,09999847
0.00	2.00	0.00	1.00	-0,969223201	1.00	0.00
0.00	4.00	0.00	0.00	-2,327301979	1.00	86,59999847
1.00	4.00	0.00	0.00	4,51098299	1.00	44,5
0.00		0.00	1.00	-0,245786816	1.00	65.00
0.00	6.00	0.00	1.00	-0,545323491	0.00	132,1999969
1.00		0.00	1.00	-0,243900761	1.00	86,59999847
1.00	6.00	0.00	1.00	-1,13074851	1.00	44,40000153
0.00	5.00	0.00	1.00	-1,587952256	1.00	1,5
0.00		0.00	1.00	2,072941303	0.00	90,5
1.00	4.00	0.00	1.00	-2,012031794	1.00	39,5
0.00	4.00	0.00	0.00	-0,293965101	0.00	43,20000076
1.00	3.00	0.00	0.00	1,466169	0.00	48,5
0.00	4.00	0.00	0.00	0,230379105	1.00	43,5
0.00	3.00	0.00	0.00	-1,237689972	0.00	86,59999847
0.00	4.00	0.00	0.00	-1,354598999	1.00	0.00
1.00	6.00	0.00	0.00	-1,677592993	1.00	82,5
1.00	6.00	0.00	1.00	-1,699617386	1.00	274,7000122
1.00	3.00	0.00	1.00	-4,193489075	0.00	105.00
0.00	4.00	0.00	1.00	-1,383264065	1.00	0.00
0.00	4.00	0.00	0.00	-2,713092089	0.00	102.00
1.00	10.00	0.00	0.00	-1,125180006	1.00	0.00
0.00	8.00	0.00	1.00	-1,038570404	1.00	9,600000381
1.00	3.00	0.00	0.00	-0,338791817	1.00	108.00
1.00	3.00	0.00	1.00	-1,90662539	1.00	42,5
0.00	6.00	0.00	0.00	0,190967411	0.00	173,9799957
1.00	5.00	0.00	0.00	-1,389559031	1.00	50.00
0.00	3.00	0.00	0.00	0,578376949	1.00	136.00
0.00	3.00	0.00	1.00	-1,19633615	0.00	0.00
1.00	5.00	0.00	1.00	-3,458964348	1.00	47.00
1.00	5.00	0.00	1.00	-1,209137797	1.00	53.00
1.00	6.00	0.00	1.00	-1,732895374	1.00	0.00
1.00	5.00	0.00	0.00	-1,675081015	0.00	0.00
1.00	6.00	0.00	0.00	-0,875189066	1.00	43,29999924
1.00	4.00	0.00	1.00	-1,956445098	0.00	129,5
1.00	5.00	0.00	0.00	-1,527897954	1.00	46.00
1.00	4.00	0.00	0.00	-2,162199974	1.00	1,399999976
0.00	3.00	0.00	0.00	0,224011213	1.00	30,5
1.00	6.00	0.00	1.00	-1,71470654	0.00	119,5
1.00	3.00	0.00	0.00	-0,973335803	1.00	45.00
0.00	5.00	0.00	1.00	-1,122178793	1.00	440.00
1.00		0.00	1.00	0,769378722	1.00	71,69999695
0.00	4.00	0.00	0.00	-0,044095702	1.00	128,8999939
0.00	6.00	0.00	0.00	-0,4351677	1.00	89.00
0.00	6.00	0.00	1.00	-1,726157784	0.00	12,5
0.00	5.00	0.00	0.00	-1,965790033	1.00	39,5
1.00	5.00	0.00	0.00	-0,025585899	0.00	85,5
1.00	4.00	0.00	1.00	-1,09198463	1.00	61,79999924
0.00		0.00	1.00	-0,263296187	1.00	78,25
0.00	5.00	0.00	0.00	-0,461540401	1.00	50.00
1.00	6.00	0.00	0.00	-0,615606308	1.00	64,5
1.00	4.00	0.00	1.00	-0,748560131	1.00	74,40000153
1.00	4.00	0.00	1.00	-1,603099465	1.00	43,5
1.00	4.00	0.00	0.00	-2,740302086	1.00	555,5999756
1.00	4.00	0.00	1.00	-1,377826571	0.00	0.00
1.00	9.00	0.00	1.00	-3,550822735	1.00	44,20000076
0.00	6.00	0.00	1.00	-1,205504298	0.00	42.00
0.00	11.00	0.00	0.00	0,216101006	1.00	128,5
1.00	5.00	0.00	0.00	-1,466470003	1.00	46.00
1.00	6.00	0.00	1.00	-3,164037466	0.00	99.00
1.00	4.00	0.00	1.00	-1,258371592	0.00	45.00
1.00	5.00	0.00	0.00	-0,394247711	0.00	60.00
1.00		0.00	1.00	0,825310111	1.00	105,5
0.00	5.00	0.00	0.00	-1,814604998	1.00	46,79999924
1.00	4.00	0.00	1.00	-1,271613836	1.00	50.00
0.00	3.00	0.00	1.00	-3,642786264	1.00	85.00
1.00	7.00	0.00	1.00	-1,989077926	1.00	90,30000305
0.00	11.00	0.00	0.00	0,885391295	1.00	73,90000153
0.00	4.00	0.00	1.00	-0,707345903	1.00	44.00
1.00	4.00	0.00	1.00	-1,211024761	1.00	48.00
1.00	3.00	0.00	1.00	-1,203380704	1.00	86.00
1.00	4.00	0.00	0.00	-1,040701985	0.00	18.00
0.00	4.00	0.00	1.00	-1,567572355	1.00	34,5
0.00	3.00	0.00	0.00	2,004704952	1.00	30,5
0.00		0.00	1.00	-0,248318076	1.00	50.00
1.00	4.00	0.00	0.00	-0,111332402	1.00	78.00
1.00	8.00	0.00	1.00	-1,696101665	1.00	59,5
0.00	6.00	0.00	0.00	1,322385073	1.00	44,5
0.00	4.00	0.00	1.00	-1,068478227	1.00	20,29999924
1.00	6.00	0.00	1.00	-1,486805439	1.00	200.00
0.00	6.00	0.00	1.00	-0,423181921	1.00	62,90000153
0.00	2.00	0.00	1.00	-1,105792165	1.00	10.00
0.00	5.00	0.00	1.00	-1,637105703	1.00	49,5
1.00		0.00	1.00	0,055496987	1.00	97,09999847
1.00	5.00	0.00	0.00	-1,770313025	0.00	115,6063995
1.00	6.00	0.00	0.00	-1,494076967	1.00	323.00
0.00	6.00	0.00	0.00	-2,471982956	1.00	50.00
1.00	6.00	0.00	0.00	-1,602295995	1.00	49,5
0.00		0.00	1.00	0,139956579	1.00	0,5
0.00	7.00	0.00	0.00	-0,304840803	1.00	140.00
0.00	6.00	0.00	1.00	-1,194344521	1.00	160.00
1.00	4.00	0.00	0.00	0,179480612	1.00	55,90000153
0.00	6.00	0.00	1.00	-2,04233408	1.00	59,5
1.00	2.00	0.00	0.00	-2,025151014	1.00	99,5
1.00		0.00	1.00	-0,30320859	1.00	70.00
1.00	3.00	0.00	0.00	1,311331034	1.00	67,87000275
1.00	2.00	0.00	1.00	-0,781409025	1.00	0.00
1.00	4.00	0.00	1.00	-1,413894773	1.00	44,90000153
0.00	11.00	0.00	0.00	0,771464944	1.00	47,5
1.00		0.00	1.00	1,32819593	1.00	43,5
1.00	4.00	0.00	0.00	-0,339170218	0.00	70.00
1.00	6.00	0.00	0.00	-1,653234959	1.00	42,5
0.00	10.00	0.00	1.00	-1,471597314	1.00	112.00
1.00	2.00	0.00	0.00	1,763671041	0.00	44,5
0.00	10.00	0.00	1.00	-2,882206678	1.00	56,40000153
0.00	6.00	0.00	1.00	-1,020577788	0.00	83,59999847
1.00	4.00	0.00	0.00	-4,863101006	1.00	137.00
1.00		0.00	1.00	1,119811773	0.00	143,8000031
1.00	7.00	0.00	1.00	-1,597123027	0.00	100,5
0.00	5.00	0.00	1.00	-1,287599325	1.00	5.00
0.00	5.00	0.00	1.00	-1,196047306	1.00	90.00
1.00	9.00	0.00	0.00	-0,549480855	1.00	238,6000061
1.00	5.00	0.00	0.00	-0,450984597	1.00	64,5
0.00	6.00	0.00	0.00	-1,875628948	1.00	37,5
1.00	6.00	0.00	1.00	-0,891325951	1.00	445.00
1.00	4.00	0.00	1.00	-1,722944975	1.00	179,5
1.00	5.00	0.00	0.00	0,0504121	1.00	0,5
1.00	8.00	0.00	1.00	-1,08129704	1.00	900.00
0.00	5.00	0.00	1.00	-1,850348353	1.00	81,19999695
0.00	5.00	0.00	0.00	-3,119108915	1.00	0.00
1.00	8.00	0.00	0.00	0,167285204	0.00	132,2799988
0.00	5.00	0.00	1.00	-1,638950109	0.00	0.00
1.00	4.00	0.00	0.00	-2,437820911	1.00	0.00
0.00		0.00	1.00	1,01497519	1.00	46,5
1.00	11.00	0.00	0.00	1,270346045	1.00	40,5
0.00	6.00	0.00	0.00	-1,579155922	1.00	89,90000153
1.00	12.00	0.00	1.00	-4,437788486	1.00	29.00
0.00	3.00	0.00	1.00	-1,086710811	1.00	51.00
0.00	7.00	0.00	0.00	-3,466919899	1.00	74,90000153
0.00	4.00	0.00	1.00	-0,372031063	1.00	94.00
0.00		0.00	1.00	0,649668574	0.00	94,5
0.00	10.00	0.00	1.00	-1,541750669	1.00	76,90000153
0.00	6.00	0.00	1.00	-1,348771095	0.00	49,29999924
1.00	4.00	0.00	0.00	-2,096668005	0.00	61,5
0.00	5.00	0.00	0.00	-1,246251941	1.00	45.00
1.00	3.00	0.00	0.00	-1,925848961	1.00	44,5
0.00	5.00	0.00	1.00	-1,679740071	1.00	83,5
1.00	5.00	0.00	0.00	-0,932907403	0.00	181.00
1.00	5.00	0.00	0.00	-0,59284085	1.00	21,5
1.00	6.00	0.00	0.00	-0,919515252	1.00	63,40000153
0.00	4.00	0.00	0.00	-0,63465625	1.00	70.00
1.00	5.00	0.00	0.00	-0,268972814	1.00	60.00
0.00	8.00	0.00	0.00	0,813594043	1.00	150,6000061
1.00	4.00	0.00	0.00	-1,824553967	1.00	29,5
1.00	11.00	0.00	1.00	-1,251912832	0.00	140.00
1.00	5.00	0.00	0.00	-1,935150981	1.00	39,5
0.00	4.00	0.00	0.00	-1,095988035	1.00	29.00
0.00		0.00	1.00	-0,283420712	1.00	40.00
0.00	6.00	0.00	0.00	-0,796687305	1.00	25.00
0.00	3.00	0.00	1.00	-0,879980206	0.00	57.00
1.00		0.00	1.00	0,967968881	1.00	30,5
1.00	6.00	0.00	1.00	-4,278699875	1.00	182.00
0.00	8.00	0.00	0.00	-2,016480923	1.00	175,1000061
0.00	5.00	0.00	0.00	-1,793480992	1.00	54,20000076
1.00	4.00	0.00	0.00	0,526826143	1.00	64,5
0.00	6.00	0.00	1.00	-1,790653229	1.00	539,5
1.00		0.00	1.00	0,125563368	0.00	45,5
1.00	6.00	0.00	0.00	-1,273646951	0.00	45,20000076
0.00	5.00	0.00	0.00	-2,222085953	1.00	95,77999878
0.00	3.00	0.00	1.00	-0,793793797	1.00	44.00
0.00	8.00	0.00	0.00	0,051750399	1.00	62,5
0.00		0.00	1.00	0,570647836	1.00	112,2399979
0.00	7.00	0.00	0.00	-0,995702863	1.00	88.00
1.00	6.00	0.00	0.00	-1,131224036	1.00	14.00
1.00		0.00	1.00	0,653496087	1.00	0,5
0.00	3.00	0.00	0.00	-2,483871937	0.00	599.00
1.00	4.00	0.00	1.00	-0,466547072	0.00	47.00
1.00	3.00	0.00	0.00	1,343288064	1.00	43,86999893
1.00	14.00	0.00	0.00	1,52175498	1.00	124,5
1.00	3.00	0.00	0.00	-0,664416552	1.00	43.00
0.00	8.00	0.00	1.00	-1,632945418	1.00	149,5
1.00	5.00	0.00	0.00	-0,684691668	1.00	212.00
0.00	4.00	0.00	1.00	-1,637754083	1.00	239,8995972
1.00	6.00	0.00	0.00	-0,546912253	1.00	30.00
1.00	11.00	0.00	0.00	-1,594851971	1.00	10,5
0.00	3.00	0.00	1.00	-1,292438865	1.00	44.00
1.00	4.00	0.00	1.00	-1,109006405	0.00	24.00
1.00		0.00	1.00	-0,02501699	0.00	156,5
0.00	6.00	0.00	1.00	-0,869707704	1.00	58.00
0.00	10.00	0.00	0.00	-0,112387404	1.00	214,7400055
0.00	3.00	0.00	0.00	0,251719296	0.00	0,5
1.00	2.00	0.00	0.00	0,419939697	1.00	42,5
0.00	4.00	0.00	1.00	-1,151844859	1.00	130.00
0.00	3.00	0.00	0.00	-0,430050313	1.00	75.00
0.00	5.00	0.00	1.00	-3,166443348	1.00	239.00
1.00	5.00	0.00	0.00	-1,76850903	1.00	109,5
1.00	9.00	0.00	0.00	-2,710083008	1.00	54,59999847
1.00	4.00	0.00	1.00	-1,111881256	1.00	31,5
1.00	3.00	0.00	0.00	1,343224049	1.00	80,5
0.00	4.00	0.00	0.00	-0,617064953	0.00	40.00
1.00	4.00	0.00	0.00	-0,926448405	1.00	20.00
0.00	6.00	0.00	0.00	-1,159093022	1.00	86,59999847
1.00	6.00	0.00	1.00	-1,548148155	1.00	111,3000031
1.00	3.00	0.00	0.00	-0,135813996	1.00	100.00
1.00		0.00	1.00	1,047803283	1.00	80,5
1.00	4.00	0.00	0.00	0,235711709	0.00	64,80000305
1.00	3.00	0.00	1.00	-2,180778742	1.00	185,4909973
1.00	5.00	0.00	1.00	-1,977706432	0.00	85,5
0.00		0.00	1.00	0,378235787	1.00	25,5
1.00	5.00	0.00	1.00	-1,880378008	1.00	71,69999695
1.00	6.00	0.00	0.00	0,222356811	0.00	5,5
1.00	7.00	0.00	1.00	-2,00908494	1.00	29,5
0.00	6.00	0.00	0.00	0,580566943	1.00	92,5
0.00	6.00	0.00	0.00	0,861343443	1.00	118,6999969
1.00	4.00	0.00	1.00	-1,045406461	0.00	60.00
0.00	6.00	0.00	1.00	-2,218809605	1.00	42.00
0.00		0.00	1.00	0,311316311	1.00	140,5
0.00	3.00	0.00	1.00	-0,603918493	1.00	0.00
0.00	2.00	0.00	0.00	-0,119852498	0.00	75.00
0.00	4.00	0.00	1.00	-0,695193887	1.00	80.00
1.00	3.00	0.00	0.00	-0,954835296	0.00	110,4000015
1.00	7.00	0.00	0.00	-1,208997011	1.00	85,80000305
1.00	5.00	0.00	1.00	-2,420337677	1.00	29.00
0.00	5.00	0.00	1.00	-1,20056057	1.00	115.00
0.00	6.00	0.00	0.00	-1,326606989	1.00	136.00
0.00	3.00	0.00	0.00	-1,183501959	1.00	0.00
0.00	6.00	0.00	1.00	-2,14578414	1.00	64.00
0.00	2.00	0.00	1.00	-0,798290014	1.00	0.00
0.00	4.00	0.00	1.00	-1,857846737	1.00	43,5
0.00		0.00	1.00	0,684566319	1.00	81,72000122
1.00	6.00	0.00	0.00	-1,580145955	0.00	19,5
1.00	5.00	0.00	1.00	-2,257592201	1.00	44.00
1.00	4.00	0.00	1.00	-2,34518981	1.00	52.00
1.00	3.00	0.00	1.00	-1,510365605	1.00	30.00
0.00		0.00	1.00	0,595155537	1.00	80,5
0.00	4.00	0.00	1.00	-1,986077428	1.00	49,5
1.00	4.00	0.00	0.00	1,563812971	0.00	40,5
0.00	5.00	0.00	0.00	-0,026688499	1.00	44,5
0.00	7.00	0.00	0.00	-1,579566002	1.00	0.00
0.00		0.00	1.00	-0,33785519	1.00	8.00
1.00	6.00	0.00	0.00	-0,369540721	1.00	121.00
0.00		0.00	1.00	0,106422402	1.00	6,5
1.00	4.00	0.00	1.00	-0,769158423	1.00	53,59999847
1.00		0.00	1.00	0,130977392	1.00	145,3000031
1.00	14.00	0.00	1.00	-0,675160885	1.00	161.00
1.00	4.00	0.00	1.00	-2,070291996	1.00	72,80000305
0.00	3.00	0.00	0.00	-0,154843688	1.00	38.00
0.00		0.00	1.00	0,597266197	0.00	60,5
0.00	7.00	0.00	1.00	-1,703749299	1.00	136,8999939
1.00	5.00	0.00	0.00	0,857624292	1.00	88,80000305
1.00	3.00	0.00	1.00	-2,759595871	1.00	0.00
1.00	10.00	0.00	1.00	-2,380203009	1.00	49.00
0.00		0.00	1.00	-0,331125975	1.00	48,70000076
0.00	6.00	0.00	0.00	-1,963946939	1.00	32,50979996
0.00	5.00	0.00	0.00	-1,490942001	1.00	60.00
1.00	5.00	0.00	0.00	1,251805067	1.00	50,5
1.00	6.00	0.00	0.00	-0,239775494	1.00	53,29999924
0.00	4.00	0.00	0.00	-0,849655867	0.00	49,20000076
1.00	3.00	0.00	0.00	0,653316736	1.00	10,5
1.00	8.00	0.00	1.00	-1,159739852	1.00	100.00
1.00	3.00	0.00	0.00	-0,281840622	1.00	43.00
0.00	3.00	0.00	1.00	-1,990234971	0.00	69,5
0.00	7.00	0.00	1.00	-1,199815989	1.00	10,04329967
0.00	8.00	0.00	1.00	-2,496884346	1.00	219.00
1.00	4.00	0.00	0.00	-0,643884659	1.00	148.00
0.00	7.00	0.00	1.00	-1,395589113	1.00	140,3000031
0.00	6.00	0.00	0.00	-1,150287032	1.00	120.00
0.00	4.00	0.00	1.00	-1,430382609	1.00	36.00
1.00	3.00	0.00	0.00	-0,659318209	1.00	30.00
1.00		0.00	1.00	-0,049327943	1.00	0.00
1.00	8.00	0.00	0.00	-2,197005987	0.00	63,70000076
1.00	4.00	0.00	0.00	-0,269726306	0.00	40.00
1.00	4.00	0.00	0.00	-0,569639504	1.00	30.00
1.00		0.00	1.00	-0,284833908	1.00	20.00
1.00	9.00	0.00	0.00	3,739470959	0.00	0,5
0.00	8.00	0.00	1.00	-0,668565631	0.00	68.00
0.00	4.00	0.00	0.00	-0,460426807	0.00	43,36999893
1.00	3.00	0.00	1.00	-0,498564929	1.00	50.00
1.00		0.00	1.00	1,024372458	0.00	0,5
1.00	3.00	0.00	0.00	-0,213575691	1.00	35.00
1.00	4.00	0.00	0.00	-0,277303219	1.00	0.00
0.00	5.00	0.00	1.00	-1,991747499	1.00	59,5
1.00	7.00	0.00	0.00	-1,156394005	0.00	118,5999985
0.00	5.00	0.00	1.00	-1,943441272	0.00	14,5
0.00	4.00	0.00	1.00	-0,380959123	1.00	101,5999985
1.00	4.00	0.00	1.00	-1,377679586	1.00	96.00
0.00	7.00	0.00	0.00	-1,788884997	0.00	42,5
0.00	4.00	0.00	0.00	-0,232759789	1.00	95,5
1.00	3.00	0.00	1.00	-2,000836372	1.00	19,5
0.00	4.00	0.00	0.00	-0,407354712	1.00	75,30000305
1.00	7.00	0.00	1.00	-1,213728666	1.00	40.00
1.00	3.00	0.00	0.00	0,853437245	1.00	99,5
0.00	3.00	0.00	0.00	-1,596586943	0.00	25,29999924
0.00	7.00	0.00	1.00	-1,645158768	0.00	89,5
1.00	4.00	0.00	0.00	-0,612728953	1.00	25.00
1.00	7.00	0.00	0.00	-0,233315691	1.00	140.00
0.00	8.00	0.00	0.00	-0,522340357	1.00	191,1999969
1.00	8.00	0.00	0.00	-1,198212981	1.00	30.00
1.00		0.00	1.00	1,098228931	1.00	48,5
1.00	5.00	0.00	1.00	-1,784875274	1.00	31,5
1.00	3.00	0.00	0.00	-0,702392697	1.00	64.00
0.00	5.00	0.00	1.00	-2,006771088	1.00	59,5
1.00	6.00	0.00	0.00	-0,8646034	1.00	258.00
1.00	3.00	0.00	1.00	-1,41761291	1.00	56.00
1.00	4.00	0.00	0.00	-2,462265015	1.00	50,59999847
0.00	9.00	0.00	1.00	-2,076396942	1.00	93,5
1.00	4.00	0.00	1.00	-3,746870756	1.00	43.00
0.00		0.00	1.00	1,978605151	0.00	102,5
1.00		0.00	1.00	0,227910295	0.00	0,5
1.00	2.00	0.00	1.00	-2,112989426	1.00	44.00
1.00	12.00	0.00	0.00	-1,302132964	1.00	93,40000153
1.00	4.00	0.00	0.00	0,598448038	0.00	40,5
0.00	7.00	0.00	1.00	-0,638092279	1.00	35.00
1.00		0.00	1.00	1,084857106	0.00	78,5
0.00	6.00	0.00	1.00	-1,607072473	1.00	79,5
1.00		0.00	1.00	0,065887831	1.00	120,5
1.00	5.00	0.00	0.00	-2,381489038	0.00	38.00
1.00		0.00	1.00	0,18358238	1.00	289,5
0.00	2.00	0.00	1.00	-1,368184328	1.00	80.00
0.00	4.00	0.00	1.00	-2,000918627	1.00	91,5
0.00	4.00	0.00	1.00	-2,762678862	1.00	39.00
0.00	4.00	0.00	0.00	3,827924013	1.00	18,5
1.00	3.00	0.00	0.00	0,88965714	1.00	250,5
0.00	4.00	0.00	0.00	0,178241208	1.00	40,5
1.00	6.00	0.00	0.00	-1,019120932	1.00	10.00
1.00	7.00	0.00	1.00	-1,766649604	1.00	127,9000015
0.00	4.00	0.00	1.00	-2,631435633	1.00	29,10000038
0.00	4.00	0.00	0.00	-0,759889603	1.00	0.00
0.00	5.00	0.00	0.00	0,614541292	1.00	75,40000153
1.00	3.00	0.00	0.00	1,003985047	1.00	100,5
0.00	4.00	0.00	1.00	-0,924846947	1.00	38.00
1.00	4.00	0.00	0.00	-1,168779016	0.00	64,5
1.00	3.00	0.00	1.00	-2,665935278	1.00	22,39999962
1.00	4.00	0.00	1.00	-0,821903408	1.00	60.00
0.00	5.00	0.00	0.00	0,812621593	0.00	13,5
1.00	7.00	0.00	1.00	-3,565565586	0.00	36,5
0.00	5.00	0.00	1.00	-0,424337685	1.00	105.00
0.00	5.00	0.00	1.00	-0,983726323	0.00	90.00
1.00	6.00	0.00	0.00	-2,74493289	1.00	82.00
0.00		0.00	1.00	0,545624614	0.00	91,5
0.00	4.00	0.00	0.00	-0,132983789	0.00	86,59999847
0.00	4.00	0.00	1.00	-2,275506735	1.00	89.00
0.00	3.00	0.00	0.00	-0,550871491	0.00	21.00
0.00	3.00	0.00	0.00	-1,965227008	1.00	0.00
0.00		0.00	1.00	0,919728279	1.00	45,5
1.00	4.00	0.00	0.00	-0,551505566	1.00	45.00
1.00	4.00	0.00	0.00	-0,316256106	1.00	0.00
0.00	5.00	0.00	1.00	-1,459314227	1.00	63,90000153
1.00	6.00	0.00	1.00	-1,821821094	1.00	67,30000305
0.00	6.00	0.00	1.00	-0,696586967	1.00	16.00
1.00	2.00	0.00	1.00	-1,822613358	1.00	44,5
1.00	8.00	0.00	1.00	-0,36115706	1.00	119,9996033
0.00	3.00	0.00	0.00	0,070299201	1.00	15,5
1.00	4.00	0.00	0.00	0,5969522	1.00	15,5
1.00	3.00	0.00	0.00	0,042053897	1.00	60,5
0.00	5.00	0.00	1.00	-0,932730258	1.00	30.00
0.00	4.00	0.00	0.00	0,396564394	1.00	96,30000305
1.00	4.00	0.00	0.00	0,091660902	1.00	45,5
0.00	5.00	0.00	0.00	-2,974410057	0.00	92,5
0.00	5.00	0.00	1.00	-2,50527072	0.00	57.00
1.00	3.00	0.00	1.00	-0,900568962	0.00	43.00
0.00		0.00	1.00	0,990785301	1.00	55,5
1.00	3.00	0.00	0.00	0,157155007	1.00	46,5
1.00	3.00	0.00	0.00	-1,479452968	1.00	60.00
0.00	7.00	0.00	1.00	-0,7441746	1.00	105.00
0.00	4.00	0.00	1.00	-0,857097089	1.00	66.00
0.00	3.00	0.00	1.00	-1,179481864	0.00	45.00
0.00	4.00	0.00	1.00	-2,575787067	1.00	14.00
1.00	5.00	0.00	1.00	-1,95900321	1.00	98,23999786
0.00	2.00	0.00	0.00	-0,304820418	0.00	20.00
1.00		0.00	1.00	0,081229366	1.00	45,5
1.00	5.00	0.00	0.00	2,101438999	1.00	94,5
1.00	8.00	0.00	0.00	-2,77717495	1.00	119.00
1.00	4.00	0.00	0.00	0,170635909	1.00	78,5
0.00	6.00	0.00	0.00	-1,782212973	1.00	5,5
1.00	4.00	0.00	0.00	-1,952855945	1.00	51.00
1.00	8.00	0.00	0.00	-2,414598942	1.00	133.00
0.00	3.00	0.00	0.00	0,140625909	1.00	258,5
1.00	6.00	0.00	0.00	1,112043023	1.00	470,5
0.00	3.00	0.00	0.00	-1,820171952	1.00	33,90000153
0.00	8.00	0.00	0.00	-0,594851494	1.00	130,6000061
0.00		0.00	1.00	0,55929327	1.00	22,5
1.00	2.00	0.00	0.00	-0,460734397	1.00	1.00
1.00	4.00	0.00	0.00	-1,105116963	0.00	100.00
1.00	5.00	0.00	0.00	-2,08790803	1.00	49,5
0.00	7.00	0.00	0.00	-0,600511253	1.00	74,19999695
1.00	4.00	0.00	0.00	-0,937373102	1.00	74,40000153
0.00	5.00	0.00	1.00	-1,469012856	1.00	104.00
1.00	7.00	0.00	0.00	-0,319655001	1.00	15.00
0.00	3.00	0.00	1.00	-1,537488818	0.00	42,86999893
1.00	3.00	0.00	1.00	-2,25045228	1.00	73.00
1.00	3.00	0.00	1.00	-1,897268176	1.00	1,5
1.00	7.00	0.00	0.00	1,150794029	1.00	128,8000031
0.00		0.00	1.00	0,616656959	1.00	0,5
1.00		0.00	1.00	1,228374362	1.00	51,29999924
1.00	5.00	0.00	1.00	-1,960367441	1.00	0.00
1.00	8.00	0.00	1.00	-0,76830554	1.00	122,3000031
1.00	4.00	0.00	0.00	3,78420496	1.00	106,5
1.00	3.00	0.00	0.00	-1,346711993	1.00	60.00
1.00	4.00	0.00	0.00	-1,648299932	1.00	186,0769958
0.00	5.00	0.00	1.00	-0,845279813	1.00	0.00
1.00	7.00	0.00	0.00	-1,402675033	1.00	75.00
1.00	9.00	0.00	1.00	-1,721777678	1.00	97,5
1.00	10.00	0.00	1.00	-1,704835653	0.00	157,1000061
0.00	5.00	0.00	0.00	-0,164980695	1.00	34.00
0.00	4.00	0.00	1.00	-1,048642039	1.00	43,29999924
